id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
9193,I,0.9625,0.7625,0.25,8.9300925,3.44446425,1.97029025,2.551455,7.0
9194,M,1.375,1.0625,0.3875,28.973189,14.3164975,6.76135575,7.7961125,11.0
9195,M,1.275,1.025,0.35,22.97726975,7.98038425,4.0539785,7.93786,17.0
9196,I,1.4625,1.075,0.4,23.88445375,11.46737275,4.6776675,6.3786375,9.0
9197,F,1.5125,1.225,0.425,34.699788,13.1825175,6.747181,10.20582,10.0
9198,I,1.175,0.85,0.225,11.6516445,4.706017,2.65067825,2.778251,7.0
9199,M,1.6,1.2125,0.4125,32.034935,12.85649825,8.561549,10.0640725,10.0
9200,F,1.3,1.0375,0.4,23.79940525,5.613201,5.8683465,7.37087,14.0
9201,I,0.9875,0.7375,0.25,7.1157245,3.78465825,1.31825175,2.1262125,7.0
9202,I,0.475,0.325,0.1,0.89300925,0.26932025,0.226796,0.2551455,4.0
9203,M,1.575,1.225,0.4125,37.9032815,17.08057375,8.2497045,9.4970825,10.0
9204,M,1.4875,1.1625,0.425,31.70891575,12.28950825,6.293589,10.0640725,11.0
9205,F,1.675,1.35,0.475,43.318036,14.401546,10.262519,15.1669825,16.0
9206,M,1.575,1.2125,0.3875,35.777069,17.08057375,8.71747125,8.66077225,9.0
9207,F,1.475,1.25,0.3875,30.71668325,10.81533425,7.6260155,10.489315,10.0
9208,M,1.8,1.425,0.4375,56.7840485,25.911443,13.6928085,13.7495075,13.0
9209,F,1.5125,1.25,0.4375,32.95629375,14.7133905,7.41339425,10.489315,13.0
9210,M,1.9375,1.5,0.4875,49.90929475,23.6151335,11.169703,14.17475,10.0
9211,I,1.3125,1.0125,0.3625,17.02387475,6.0951425,4.025629,6.520385,10.0
9212,M,1.4625,1.1375,0.3875,25.911443,10.6877615,5.1312595,7.2291225,13.0
9213,M,1.625,1.2125,0.4,33.12639075,13.8062065,5.726599,11.3398,14.0
9214,M,1.5625,1.2375,0.4625,45.5576465,20.53921275,9.14271375,11.056305,15.0
9215,I,1.1,0.8375,0.3,12.43125575,5.953395,2.45223175,3.40194,8.0
9216,M,1.4,1.1,0.4125,25.0326085,10.149121,6.350288,6.80388,11.0
9217,I,1.25,0.9375,0.35,17.95940825,8.448151,3.35941575,4.53592,8.0
9218,I,1.0625,0.8,0.2125,9.73805325,4.252425,2.11203775,2.83495,7.0
9219,F,1.225,0.9875,0.4,22.169309,7.7961125,4.9044635,8.0796075,15.0
9220,F,1.7625,1.4125,0.5375,54.0624965,25.16018125,11.623295,19.09338825,11.0
9221,F,1.525,1.2,0.4125,35.13920525,14.7133905,8.4198015,8.9300925,12.0
9222,F,1.375,1.075,0.375,24.720764,7.824462,4.706017,8.6465975,16.0
9223,F,1.4375,1.1375,0.4,31.808139,15.025235,6.3219385,8.9300925,10.0
9224,F,1.125,0.875,0.2625,13.437663,6.02426875,2.8066005,3.40194,9.0
9225,I,0.6375,0.4875,0.175,2.721552,1.0489315,0.32601925,0.7087375,5.0
9226,I,1.225,0.975,0.3375,15.5071765,6.0951425,3.061746,4.5642695,7.0
9227,I,0.9875,0.7125,0.225,6.44951125,2.48058125,1.3891255,2.1262125,6.0
9228,F,1.2375,0.975,0.3125,15.23785625,7.98038425,3.81300775,4.252425,8.0
9229,M,1.7625,1.375,0.425,44.06929775,18.21455375,6.95980225,11.3398,23.0
9230,F,1.6125,1.25,0.425,43.7432785,19.391058,9.48290775,12.3320325,11.0
9231,M,1.2125,0.95,0.3125,16.51358375,6.6621325,3.35941575,4.6776675,10.0
9232,M,1.55,1.2125,0.3875,30.43318825,12.3887315,7.9095105,7.93786,14.0
9233,I,1.3125,1.0,0.3125,18.83824275,9.128539,3.7137845,4.9611625,7.0
9234,I,0.9125,0.6875,0.225,6.81805475,2.6932025,1.4458245,2.1262125,7.0
9235,M,1.4,1.1,0.4125,27.9242575,8.97261675,6.860579,9.355335,15.0
9236,F,1.3125,0.9875,0.3125,17.4349425,6.8322295,4.01145425,5.386405,9.0
9237,F,1.2625,1.0125,0.3125,18.71067,7.69688925,4.43669675,5.953395,12.0
9238,M,2.948348,1.4375,0.5125,63.786375,32.78619675,11.60912025,14.74174,9.0
9239,M,1.3,1.0,0.3625,17.42076775,7.52679225,4.082328,5.159609,9.0
9240,M,1.425,1.1375,0.375,24.28134675,9.08601475,5.953395,6.80388,11.0
9241,I,1.2875,0.9875,0.3,17.0097,8.1930055,3.95475525,4.3374735,8.0
9242,M,1.375,1.0625,0.35,24.47979325,8.77417025,6.19436575,7.087375,16.0
9243,I,0.95,0.6875,0.2125,7.1724235,3.10427025,1.51669825,2.26796,7.0
9244,M,1.475,1.0875,0.4125,27.93843225,11.07047975,6.76135575,7.7961125,11.0
9245,M,1.55,1.2125,0.45,32.95629375,13.13999325,7.98038425,9.525432,11.0
9246,F,1.575,1.2875,0.575,42.51007525,14.401546,8.2497045,14.5999925,18.0
9247,M,1.0875,0.8875,0.2875,12.71475075,4.819415,2.948348,4.6776675,9.0
9248,F,1.5125,1.225,0.4125,32.16250775,11.736693,7.15824875,8.9300925,11.0
9249,M,1.6875,1.3125,0.45,38.82464025,16.3009625,7.7394135,10.24834425,11.0
9250,I,1.275,0.9625,0.3125,15.74814725,7.087375,3.04757125,4.025629,8.0
9251,F,1.575,1.2375,0.45,34.5013415,15.09610875,7.07320025,10.0640725,12.0
9252,I,1.3875,1.1,0.3625,23.3883375,9.128539,4.762716,6.70465675,10.0
9253,F,1.05,0.8,0.275,9.298636,4.309124,1.74349425,2.6932025,12.0
9254,M,1.15,0.9375,0.3,14.69921575,6.13766675,3.118445,5.2446575,13.0
9255,F,1.275,1.025,0.3625,17.70426275,7.32834575,4.082328,6.0951425,11.0
9256,F,1.4875,1.1875,0.4,29.313383,12.3887315,7.767763,8.221355,9.0
9257,F,1.425,1.125,0.4,26.01066625,11.736693,5.48562825,8.788345,10.0
9258,M,1.3375,1.1,0.325,24.28134675,11.75086775,4.57844425,7.4559185,8.0
9259,F,1.15,0.9,0.2875,13.96212875,5.54232725,2.59397925,4.252425,10.0
9260,M,1.45,1.125,0.4625,26.138239,11.1413535,6.08096775,8.221355,8.0
9261,I,1.15,0.9,0.3125,13.84873075,5.14543425,3.4869885,4.1106775,8.0
9262,F,1.5625,1.25,0.3875,31.28367325,14.5432935,6.76135575,8.54737425,11.0
9263,F,1.45,1.125,0.4375,27.08794725,11.12717875,5.76912325,7.824462,10.0
9264,M,1.5375,1.175,0.4375,37.137845,15.705623,10.6310625,9.07184,10.0
9265,I,1.0375,0.8125,0.275,10.95708175,3.798833,2.36718325,3.40194,9.0
9266,I,0.8875,0.7,0.2375,7.144074,2.778251,1.63009625,2.1262125,6.0
9267,M,1.5625,1.25,0.4125,31.62386725,16.3009625,7.01650125,7.5126175,9.0
9268,M,1.175,0.9125,0.2875,18.01610725,7.6260155,4.03980375,4.819415,10.0
9269,I,0.725,0.5375,0.1375,2.83495,1.077281,0.69456275,0.737087,7.0
9270,F,1.4375,1.1375,0.425,32.72949775,15.35125425,6.2652395,8.7599955,10.0
9271,M,1.5125,1.1875,0.4875,31.6096925,13.65028425,6.53455975,9.2135875,11.0
9272,I,0.9875,0.7,0.2125,7.44174375,3.40194,1.31825175,2.26796,6.0
9273,F,1.5,1.2125,0.4625,31.75144,10.90038275,6.2652395,9.7805775,19.0
9274,I,1.025,0.8125,0.2625,6.7188315,3.2601925,1.70097,2.1262125,6.0
9275,M,1.5625,1.225,0.375,34.60056475,16.499409,6.90310325,9.355335,11.0
9276,M,1.375,1.0625,0.425,24.67823975,8.94426725,4.649318,8.0796075,9.0
9277,I,1.2,0.925,0.2875,16.9246515,8.107957,3.515338,4.1673765,7.0
9278,M,1.3125,0.9875,0.325,16.4143605,8.12213175,3.69960975,4.6776675,9.0
9279,F,1.35,1.05,0.3625,27.62658775,12.71475075,4.6776675,8.1930055,9.0
9280,I,1.15,0.8875,0.275,14.81261375,7.41339425,2.9766975,3.40194,7.0
9281,M,1.175,0.8875,0.3125,11.8217415,4.8477645,2.14038725,4.1106775,8.0
9282,F,1.2875,0.9875,0.3,19.901349,9.128539,2.9199985,3.685435,7.0
9283,I,1.0625,0.825,0.3125,10.41844125,3.89805625,2.4097075,4.1106775,16.0
9284,F,1.575,1.2,0.375,35.4652245,15.06775925,7.98038425,9.7805775,12.0
9285,I,1.1,0.8375,0.25,12.587178,5.1312595,2.2963095,3.5436875,8.0
9286,M,1.2,0.8625,0.3125,17.98775775,7.9662095,3.81300775,6.23689,8.0
9287,M,1.4875,1.1625,0.3875,28.10852925,13.494362,5.93922025,7.7961125,11.0
9288,I,1.325,1.0125,0.3125,18.653971,8.221355,3.41611475,5.216308,9.0
9289,I,1.175,0.9125,0.3,12.2753335,4.7910655,2.33883375,4.53592,9.0
9290,F,1.375,1.05,0.4125,26.54930675,12.927372,5.3013565,7.83863675,10.0
9291,I,1.2,0.8875,0.275,13.947954,6.30776375,2.891649,3.685435,7.0
9292,I,1.1,0.85,0.2625,10.41844125,5.1312595,2.79242575,3.40194,10.0
9293,M,1.325,1.0125,0.3625,19.43358225,8.71747125,4.4508715,5.6699,12.0
9294,I,1.1625,0.9125,0.35,15.2236815,6.27941425,3.61456125,4.252425,9.0
9295,I,1.3,1.0625,0.325,25.684647,10.77281,5.23048275,7.7961125,11.0
9296,I,1.1,0.8125,0.25,10.27669375,4.9044635,2.041164,2.9766975,7.0
9297,F,1.55,1.2,0.4375,37.137845,15.0535845,9.128539,10.942907,19.0
9298,I,0.925,0.6875,0.2,6.08096775,2.84912475,1.31825175,1.984465,6.0
9299,F,1.575,1.2125,0.425,37.761534,15.15280775,7.6827145,10.07824725,10.0
9300,I,0.775,0.5625,0.2,4.80524025,1.5025235,1.43164975,1.13398,6.0
9301,I,1.15,0.8875,0.275,11.509897,4.74854125,2.22543575,2.87747425,6.0
9302,M,1.3375,1.0,0.3,19.43358225,9.979024,3.86970675,4.762716,8.0
9303,F,1.6125,1.3125,0.5125,42.070658,14.13222575,7.98038425,11.3398,19.0
9304,M,1.425,1.1625,0.375,29.41260625,11.0846545,6.59125875,8.0229085,11.0
9305,I,1.4125,1.075,0.375,24.720764,12.1619355,5.76912325,7.2291225,9.0
9306,M,1.5,1.1375,0.3625,30.51823675,10.149121,6.2652395,8.50485,12.0
9307,I,0.5125,0.375,0.1,1.06310625,0.35436875,0.18427175,0.3118445,6.0
9308,I,0.575,0.425,0.1375,1.82854275,0.60951425,0.3685435,0.4819415,4.0
9309,M,1.625,1.275,0.4625,42.921143,20.1564945,10.999606,11.77921725,11.0
9310,I,0.875,0.6625,0.25,6.50621025,2.50893075,1.31825175,1.984465,5.0
9311,F,1.4,1.0625,0.3625,25.060958,9.3836845,4.9044635,7.654365,13.0
9312,I,1.0125,0.75,0.2625,9.185238,4.9611625,1.7860185,2.6365035,9.0
9313,M,1.65,1.2875,0.425,39.179009,19.66037825,9.56795625,11.24057675,10.0
9314,I,0.8875,0.6625,0.225,6.13766675,2.721552,1.0489315,1.8427175,6.0
9315,I,1.2125,0.95,0.325,18.540573,9.25611175,3.8271825,4.53592,8.0
9316,M,1.6,1.2125,0.4,32.772022,14.21727425,6.64795775,9.2135875,16.0
9317,M,1.3375,1.025,0.3375,20.4966885,8.278054,4.32329875,5.046211,11.0
9318,M,1.5625,1.225,0.4375,31.56716825,14.78426425,7.3425205,9.14271375,12.0
9319,I,0.4875,0.3375,0.1125,0.92135875,0.3118445,0.21262125,0.283495,6.0
9320,M,1.6,1.2125,0.4125,30.674159,14.47241975,7.3992195,8.0796075,9.0
9321,M,1.0625,0.75,0.275,11.8217415,4.706017,2.14038725,4.1106775,11.0
9322,M,1.5,1.1625,0.4125,31.56716825,16.0174675,7.49844275,8.50485,10.0
9323,I,0.5875,0.4125,0.15,1.31825175,0.510291,0.4252425,0.4252425,5.0
9324,M,1.425,1.1625,0.3875,29.1149365,13.777857,7.540967,8.3631025,11.0
9325,I,0.825,0.5875,0.2125,4.6209685,1.74349425,0.963883,1.3891255,6.0
9326,F,1.3125,1.025,0.3125,21.885814,8.50485,4.63514325,5.613201,9.0
9327,I,1.1875,0.975,0.325,16.726205,7.04485075,3.4869885,5.2446575,9.0
9328,I,1.125,0.8125,0.25,10.44679075,4.32329875,1.9561155,2.551455,7.0
9329,I,0.875,0.675,0.1625,5.6699,2.22543575,1.00640725,1.70097,6.0
9330,I,0.975,0.725,0.2625,7.2858215,3.0900955,1.8427175,2.4097075,6.0
9331,M,1.4125,1.1125,0.35,26.29416125,10.33339275,5.62737575,7.087375,10.0
9332,F,1.5,1.2125,0.4125,32.95629375,13.947954,6.23689,10.489315,10.0
9333,F,1.225,0.925,0.375,27.21552,13.05494475,6.180191,6.6621325,9.0
9334,F,1.4875,1.15,0.3875,27.76833525,12.3320325,5.71242425,9.4970825,14.0
9335,F,1.3125,1.05,0.3375,18.27125275,7.27164675,4.86193925,5.2446575,10.0
9336,F,1.5625,1.225,0.425,33.5941575,13.947954,6.406987,9.2135875,11.0
9337,M,1.1,0.8375,0.275,12.91319725,5.6982495,2.45223175,3.685435,9.0
9338,M,1.6125,1.25,0.425,32.98464325,13.82038125,6.747181,10.0640725,11.0
9339,M,1.7,1.375,0.5,43.98424925,18.5122235,10.9712565,12.3320325,13.0
9340,I,1.5875,1.2,0.425,36.570855,16.726205,6.973977,9.4970825,10.0
9341,M,1.6125,1.25,0.475,38.9805625,15.03940975,8.5898985,13.324265,12.0
9342,I,1.25,0.9625,0.325,18.78154375,8.51902475,3.7704835,4.40834725,8.0
9343,I,0.825,0.6,0.2375,5.8116475,2.7499015,1.247378,1.71514475,8.0
9344,F,1.5875,1.2375,0.375,36.55668025,17.93105875,9.7805775,9.7805775,13.0
9345,I,1.125,0.8375,0.2625,12.34620725,5.556502,2.721552,3.21766825,6.0
9346,I,1.125,0.875,0.25,14.04717725,6.02426875,2.14038725,4.9611625,9.0
9347,M,1.025,0.7875,0.2375,8.674947,3.96893,1.9561155,2.5798045,8.0
9348,F,1.5,1.075,0.425,28.67551925,12.417081,6.0384435,9.2135875,10.0
9349,M,1.7375,1.3875,0.5125,60.6962795,23.91280325,11.07047975,18.313777,12.0
9350,M,1.4375,1.125,0.4625,26.26581175,11.3681495,4.46504625,8.0796075,10.0
9351,F,1.5875,1.3,0.475,45.88366575,19.94387325,8.57572375,10.0073735,11.0
9352,I,0.725,0.525,0.15,2.16873675,0.850485,0.4819415,0.850485,4.0
9353,F,1.85,1.4375,0.5375,54.941331,18.8524175,11.07047975,18.66814575,17.0
9354,M,1.3875,1.075,0.375,21.432222,8.845044,4.97533725,6.3786375,10.0
9355,M,0.75,0.575,0.1875,4.082328,1.247378,0.8788345,1.2757275,6.0
9356,F,1.575,1.225,0.3625,30.71668325,12.23280925,6.16601625,9.2135875,15.0
9357,I,1.425,1.0125,0.375,24.38057,12.870673,5.8683465,5.11708475,9.0
9358,M,1.8,1.425,0.5,55.46579675,28.73221825,12.96989625,14.3164975,11.0
9359,M,1.3,1.0625,0.3875,28.8314415,13.210867,5.17378375,7.5126175,10.0
9360,M,1.5625,1.25,0.4,35.3518265,14.5432935,8.448151,10.20582,15.0
9361,F,1.6,1.275,0.425,37.9032815,17.4349425,8.50485,9.7805775,10.0
9362,I,1.1,0.8375,0.275,11.89261525,4.91863825,2.45223175,3.118445,7.0
9363,I,1.3125,1.0375,0.3375,16.7120303,6.90310325,3.98310475,4.819415,7.0
9364,M,1.4625,1.125,0.375,24.8058125,9.48290775,5.5281525,7.10154975,10.0
9365,F,1.675,1.3,0.475,39.56172725,17.70426275,9.8939755,11.1980525,11.0
9366,M,1.3125,1.025,0.3,20.751834,8.40562675,4.2807745,5.5281525,9.0
9367,M,1.6125,1.2875,0.4625,43.02036625,18.427175,9.5537815,11.7650425,10.0
9368,I,1.325,1.0,0.3375,21.27629975,9.28446125,4.49339575,5.10291,8.0
9369,F,1.8,1.4125,0.425,48.477645,19.6462035,10.36174225,11.056305,14.0
9370,M,1.5625,1.25,0.4375,36.35823375,15.30873,7.29999625,10.77281,10.0
9371,I,1.15,0.875,0.275,12.7289255,5.8683465,3.2601925,3.118445,11.0
9372,F,1.4875,1.15,0.4,29.48348,12.1052365,6.633783,8.80251975,12.0
9373,F,1.5625,1.2375,0.3875,30.107169,13.4660125,6.973977,8.9300925,10.0
9374,F,1.3,1.05,0.3,20.25571775,9.2702865,4.252425,5.9250455,8.0
9375,F,1.2875,1.0375,0.4,21.9708625,8.46232575,5.2446575,7.37087,12.0
9376,F,1.6125,1.4,0.4875,48.7327905,23.94115275,8.57572375,13.1825175,11.0
9377,M,1.55,1.2,0.4125,32.02076025,15.46465225,8.1363065,8.3631025,8.0
9378,M,1.4875,1.175,0.4125,25.51455,11.0846545,6.520385,8.0796075,9.0
9379,I,0.4625,0.325,0.1375,0.89300925,0.29766975,0.18427175,0.35436875,4.0
9380,F,1.45,1.15,0.375,26.988724,12.8423235,6.180191,7.37087,9.0
9381,I,0.8125,0.675,0.2125,3.6003865,1.474174,0.97805775,1.190679,7.0
9382,I,0.9625,0.75,0.2375,7.98038425,3.55786225,1.43164975,1.927766,7.0
9383,I,0.875,0.65,0.25,5.20213325,2.211261,1.6726205,1.70097,8.0
9384,M,1.4125,1.1,0.3625,27.65493725,15.35125425,6.6054335,7.5126175,10.0
9385,I,1.375,1.075,0.3625,24.9192105,10.0640725,6.67630725,6.0951425,8.0
9386,F,0.975,0.725,0.225,7.24329725,3.2034935,1.871067,2.26796,7.0
9387,I,1.125,0.8375,0.2875,11.169703,4.20990075,2.42388225,3.231843,8.0
9388,I,0.7,0.525,0.2125,2.721552,1.0489315,0.7654365,0.850485,6.0
9389,F,1.5875,1.2,0.4125,38.782116,17.1514475,7.427569,9.4970825,10.0
9390,I,1.3,1.0125,0.3,20.41164,9.6104805,3.7137845,5.386405,8.0
9391,F,1.3125,1.025,0.3,20.241543,8.68912175,4.649318,5.10291,12.0
9392,F,1.5125,1.225,0.375,31.6096925,15.081934,6.4920355,8.334753,12.0
9393,M,1.4125,1.1125,0.3375,24.50814275,11.07047975,6.406987,7.37087,12.0
9394,M,1.3125,1.025,0.325,21.47474625,7.3992195,4.025629,5.5281525,13.0
9395,F,1.525,1.1875,0.375,33.92017675,16.51358375,7.257472,8.7032965,9.0
9396,F,1.4125,1.1,0.3,25.16018125,12.1619355,5.57067675,5.5281525,8.0
9397,I,1.4125,1.0875,0.3625,21.999212,9.65300475,4.40834725,6.5487345,8.0
9398,M,1.325,1.075,0.3625,20.87940675,8.3064035,4.479221,5.6982495,10.0
9399,M,1.3375,1.05,0.3625,24.4089195,12.530479,5.93922025,6.87475375,10.0
9400,I,0.875,0.6625,0.225,6.39281225,2.7499015,1.5025235,1.984465,7.0
9401,M,1.4125,1.025,0.3375,24.30969625,8.60407325,5.556502,7.12989925,12.0
9402,M,1.6375,1.2625,0.4875,38.51279575,17.293195,8.68912175,10.035723,11.0
9403,M,1.1,0.875,0.275,10.27669375,3.5436875,2.8066005,3.685435,12.0
9404,M,1.1,0.85,0.275,11.60912025,4.15320175,2.381358,3.96893,12.0
9405,M,1.575,1.25,0.3875,36.117263,16.8112535,7.01650125,8.788345,11.0
9406,F,1.4875,1.2125,0.3875,34.40211825,15.52135125,9.31281075,8.0796075,11.0
9407,M,1.55,1.175,0.3875,29.97959625,12.00601325,6.76135575,8.0796075,10.0
9408,I,0.875,0.6625,0.225,5.1312595,2.154562,1.17650425,1.70097,6.0
9409,I,1.325,1.0375,0.325,16.23008875,6.577084,4.025629,6.520385,10.0
9410,I,0.5,0.3625,0.0,0.907184,0.3118445,0.226796,0.283495,4.0
9411,M,1.2375,1.0,0.375,17.7184375,8.6465975,4.53592,5.2446575,9.0
9412,I,1.1875,0.9,0.2625,14.968536,6.4920355,3.9405805,3.40194,7.0
9413,M,1.325,1.0625,0.3875,26.7902775,10.149121,6.76135575,7.7961125,14.0
9414,M,1.7375,1.4125,0.5,51.27007075,19.94387325,10.36174225,14.3164975,18.0
9415,F,1.4,1.1375,0.4125,27.895908,12.47378,6.577084,7.654365,8.0
9416,I,0.6875,0.5,0.1625,2.84912475,1.28990225,0.623689,0.8788345,5.0
9417,I,0.6875,0.4875,0.1375,2.2396105,0.793786,0.52446575,0.7087375,6.0
9418,I,0.975,0.725,0.2125,7.9095105,3.27436725,1.57339725,2.26796,6.0
9419,I,1.2,0.9,0.275,16.896302,7.3425205,4.2807745,3.96893,8.0
9420,I,1.3875,1.075,0.35,24.8058125,8.561549,4.479221,7.2291225,10.0
9421,I,0.8625,0.6375,0.225,5.0745605,2.3530085,1.14815475,1.5592225,6.0
9422,M,1.425,1.1125,0.3375,24.7491135,10.6310625,4.57844425,8.221355,10.0
9423,I,1.175,0.875,0.325,13.53688625,5.6699,2.99087225,3.8271825,8.0
9424,M,1.4125,1.125,0.375,25.50037525,10.21999475,4.8477645,7.2291225,9.0
9425,F,1.4125,1.125,0.4375,26.818627,10.56018875,5.71242425,9.19941275,13.0
9426,M,1.45,1.1625,0.375,32.6302745,12.77144975,5.8116475,8.3631025,11.0
9427,I,1.4125,1.075,0.35,23.48756075,11.07047975,5.556502,6.0951425,8.0
9428,M,1.4125,1.1375,0.3875,26.94619975,11.8784405,4.762716,7.7961125,9.0
9429,M,1.575,1.2,0.4375,33.26813825,14.911837,6.67630725,9.922325,11.0
9430,I,1.275,0.975,0.35,17.70426275,8.68912175,4.57844425,5.03203625,8.0
9431,M,1.525,1.2125,0.375,29.937072,12.94154675,6.22271525,8.3631025,9.0
9432,F,1.625,1.2875,0.4375,35.8621175,17.84601025,8.74582075,11.056305,14.0
9433,M,1.375,1.1,0.375,25.51455,10.02154825,5.499803,7.087375,10.0
9434,I,1.0,0.7625,0.2375,8.00873375,3.458639,1.9561155,2.26796,7.0
9435,F,1.2125,0.875,0.325,14.5999925,5.3580555,3.5436875,4.9611625,9.0
9436,M,1.1,0.8625,0.3,12.6722265,6.0951425,2.50893075,4.53592,8.0
9437,I,0.4625,0.3375,0.1,0.907184,0.3118445,0.18427175,0.283495,4.0
9438,I,1.2125,0.8875,0.3125,14.5999925,7.484268,2.9199985,3.8271825,7.0
9439,I,0.875,0.675,0.2,5.88252125,2.31048425,0.963883,1.984465,5.0
9440,M,1.425,1.1125,0.375,22.566202,9.63883,4.15320175,6.23689,10.0
9441,M,1.325,1.0125,0.375,21.55979475,7.654365,4.63514325,7.2291225,10.0
9442,F,1.55,1.2125,0.45,30.83008125,13.31009025,7.01650125,8.788345,11.0
9443,M,1.4375,1.2125,0.4875,35.6920205,11.8217415,7.38504475,13.324265,18.0
9444,M,1.625,1.2875,0.4125,37.0527965,15.5071765,9.5537815,9.7805775,9.0
9445,I,1.4375,1.125,0.35,21.885814,9.808927,4.252425,7.087375,9.0
9446,M,1.125,0.875,0.2875,11.55242125,4.32329875,2.4097075,3.8271825,11.0
9447,F,1.4,1.15,0.425,25.457851,11.07047975,6.2652395,7.087375,16.0
9448,M,1.5,1.1875,0.3875,32.6302745,12.60135275,8.2497045,8.788345,10.0
9449,M,1.5,1.1875,0.3875,33.8776525,15.3370795,6.973977,9.07184,12.0
9450,F,1.425,1.125,0.3625,26.988724,12.40290625,6.44951125,7.5126175,9.0
9451,I,0.525,0.375,0.1375,1.077281,0.35436875,0.18427175,0.29766975,5.0
9452,I,1.2875,0.975,0.3375,18.27125275,7.37087,4.53592,5.6699,12.0
9453,I,0.9875,0.7625,0.2375,7.9662095,3.572037,1.63009625,2.1262125,7.0
9454,F,1.6625,1.2875,0.425,47.18774275,27.1871705,9.56795625,11.056305,8.0
9455,I,1.6375,1.2875,0.4375,40.92250325,17.61921425,8.448151,11.623295,10.0
9456,I,1.3875,1.0875,0.375,22.92057075,10.035723,4.97533725,7.27164675,10.0
9457,I,1.0625,0.7875,0.25,9.42620875,3.40194,1.814368,2.9766975,7.0
9458,M,1.6375,1.275,0.475,41.23434775,17.463292,7.75358825,13.04077,16.0
9459,F,1.5625,1.2375,0.4375,34.65726375,14.5999925,7.6260155,10.21999475,10.0
9460,M,1.35,1.0625,0.3625,23.88445375,10.432616,4.479221,7.5126175,14.0
9461,M,1.45,1.1375,0.3875,28.066005,12.246984,6.2652395,7.5126175,9.0
9462,F,1.7375,1.3625,0.4125,58.6551155,26.32251075,11.850091,14.74174,13.0
9463,M,1.5875,1.225,0.425,34.60056475,17.7751365,8.8166945,10.0640725,12.0
9464,I,1.075,0.825,0.2875,11.509897,4.706017,2.2963095,3.84135725,8.0
9465,I,1.3,1.0125,0.3125,18.83824275,8.63242275,3.95475525,5.10291,9.0
9466,I,0.95,0.6875,0.225,6.33611325,2.7499015,1.2190285,1.984465,7.0
9467,I,1.2875,0.975,0.3375,16.40018575,6.16601625,4.01145425,5.6982495,11.0
9468,I,0.4375,0.325,0.1375,0.89300925,0.35436875,0.18427175,0.29766975,4.0
9469,I,0.85,0.65,0.2,5.06038575,2.14038725,1.26155275,1.984465,6.0
9470,M,1.5625,1.2,0.4,31.53881875,15.7339725,6.39281225,8.6465975,10.0
9471,M,1.275,1.0125,0.325,21.829115,9.07184,3.6570855,5.5281525,10.0
9472,I,1.0625,0.8375,0.2375,9.28446125,4.819415,2.2963095,2.6932025,8.0
9473,F,1.425,1.0875,0.375,23.48756075,11.453198,5.23048275,5.11708475,9.0
9474,I,1.1,0.85,0.25,11.509897,5.62737575,2.2963095,2.6932025,7.0
9475,I,0.85,0.625,0.225,6.33611325,2.3631025,1.5592225,1.5592225,7.0
9476,M,1.45,1.1375,0.4,26.365035,11.66581925,5.9250455,7.1724235,11.0
9477,M,1.4875,1.1375,0.425,26.3933845,10.47514025,6.78970525,7.6827145,10.0
9478,I,1.1375,0.9375,0.3,14.9968855,6.36446275,3.061746,4.53592,7.0
9479,M,1.5,1.175,0.3875,31.18445,13.947954,6.30776375,9.07184,10.0
9480,M,1.625,1.3125,0.4375,38.612019,17.10892325,7.41339425,10.489315,10.0
9481,I,1.5125,1.2,0.375,27.8675585,12.94154675,5.17378375,8.788345,9.0
9482,I,1.0875,0.8375,0.2875,11.509897,4.63514325,2.2963095,3.81300775,8.0
9483,M,1.7375,1.375,0.5125,50.81647875,24.73493875,9.51125725,13.324265,11.0
9484,M,1.425,1.1125,0.4,25.7129965,8.91591775,5.99591925,10.0640725,10.0
9485,I,0.625,0.475,0.15,2.26796,0.737087,0.4819415,0.7087375,5.0
9486,F,1.3,1.0125,0.35,18.44134975,8.60407325,4.309124,5.5281525,11.0
9487,F,1.6125,1.25,0.4,32.44600275,14.52911875,8.448151,8.6465975,9.0
9488,I,1.075,0.85,0.2875,12.14776075,5.329706,2.2963095,3.5436875,8.0
9489,I,1.1375,0.8875,0.3,13.96212875,6.08096775,2.891649,4.53592,7.0
9490,I,1.1625,0.9375,0.2625,16.5844575,7.44174375,3.27436725,4.252425,8.0
9491,M,1.5125,1.1625,0.4,31.808139,15.5638755,7.41339425,7.7961125,9.0
9492,M,1.625,1.25,0.425,39.745999,18.01610725,6.747181,13.33843975,13.0
9493,M,1.4125,1.125,0.375,27.20134525,10.21999475,4.932813,9.4970825,11.0
9494,I,1.15,0.8625,0.225,12.54465375,5.3580555,2.48058125,3.33106625,7.0
9495,I,1.2625,0.975,0.3,15.43630275,6.9456275,3.44446425,3.98310475,8.0
9496,I,1.375,1.05,0.3625,22.69377475,10.149121,4.876114,5.8116475,8.0
9497,I,1.2625,0.8875,0.2875,14.92601175,6.16601625,2.6365035,4.3941725,8.0
9498,F,1.1125,0.825,0.3125,10.44679075,4.9044635,2.36718325,3.5436875,9.0
9499,F,1.4,1.1125,0.4,32.431828,13.437663,7.3992195,8.71747125,10.0
9500,I,1.1625,0.9,0.3,13.664459,5.839997,2.65067825,4.3941725,9.0
